                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.67793,                0.86752,                 1.1147,                0.72279,                0.84052,                0.85452,                0.72552,                 0.5978,                0.82225,                 1.2021,               0.008746,               0.008746,               0.008746
                     40,                0.67121,                0.85845,                  1.105,                0.71205,                0.77543,                0.80433,                0.68556,                0.60213,                0.94298,                 1.2258,               0.008713,               0.008713,               0.008713
                     41,                0.67383,                0.86827,                 1.1071,                0.72333,                0.75129,                0.78539,                0.69097,                0.56741,                0.91183,                 1.1885,                0.00868,                0.00868,                0.00868
                     42,                0.66144,                0.83777,                 1.0996,                0.67722,                0.85645,                0.85518,                0.73973,                0.57673,                0.80607,                  1.191,               0.008647,               0.008647,               0.008647
                     43,                0.67126,                0.84368,                 1.1064,                0.70913,                0.82689,                0.86408,                0.73167,                0.63584,                0.73154,                 1.2253,               0.008614,               0.008614,               0.008614
                     44,                0.64989,                 0.8329,                 1.0933,                0.69265,                0.88051,                0.84731,                0.73991,                0.56789,                0.75725,                  1.195,               0.008581,               0.008581,               0.008581
                     45,                0.66044,                0.83185,                 1.1043,                0.74078,                0.81648,                0.81352,                0.68879,                0.60938,                0.83454,                  1.232,               0.008548,               0.008548,               0.008548
                     46,                0.63916,                 0.8094,                 1.0825,                0.77274,                0.83237,                0.84991,                0.75548,                0.54215,                0.70793,                 1.1649,               0.008515,               0.008515,               0.008515
                     47,                0.65053,                0.82595,                 1.0903,                0.73302,                0.89482,                0.87268,                0.75429,                0.58418,                0.64755,                  1.227,               0.008482,               0.008482,               0.008482
                     48,                0.65302,                0.81834,                 1.0937,                0.75431,                0.84513,                0.84236,                0.73263,                  0.556,                0.72684,                 1.1631,               0.008449,               0.008449,               0.008449
                     49,                0.64632,                0.81248,                 1.0876,                0.69563,                0.89634,                0.85627,                0.76301,                0.52023,                0.72216,                 1.1219,               0.008416,               0.008416,               0.008416
                     50,                0.64718,                0.80626,                 1.0905,                0.76049,                0.85603,                0.86525,                0.76093,                0.52302,                0.68632,                  1.127,               0.008383,               0.008383,               0.008383
                     51,                0.63298,                0.79096,                 1.0777,                0.71296,                0.89526,                0.85675,                0.75566,                0.52711,                0.66563,                 1.1453,                0.00835,                0.00835,                0.00835
                     52,                0.63691,                0.80753,                 1.0894,                0.76633,                 0.8867,                0.88954,                0.77856,                0.54707,                0.62606,                 1.1741,               0.008317,               0.008317,               0.008317
                     53,                0.63989,                0.80281,                 1.0845,                0.77255,                0.88578,                0.88272,                0.78307,                0.53427,                0.65436,                 1.1902,               0.008284,               0.008284,               0.008284
                     54,                 0.6325,                 0.7935,                 1.0807,                0.69444,                0.93276,                0.87036,                  0.756,                0.57142,                0.64415,                 1.2229,               0.008251,               0.008251,               0.008251
                     55,                0.62942,                0.77643,                 1.0773,                0.72224,                0.90776,                  0.865,                0.75351,                0.56244,                0.63349,                 1.1855,               0.008218,               0.008218,               0.008218
                     56,                0.63291,                0.79066,                 1.0803,                  0.718,                0.90409,                0.83596,                0.74318,                 0.5245,                0.72989,                 1.1498,               0.008185,               0.008185,               0.008185
                     57,                0.63973,                0.80124,                 1.0901,                0.74074,                0.85129,                 0.8426,                0.74251,                0.52889,                0.69598,                 1.1786,               0.008152,               0.008152,               0.008152
                     58,                 0.6316,                0.78526,                 1.0854,                0.72565,                0.92802,                0.85854,                0.76746,                0.52151,                0.67014,                 1.1403,               0.008119,               0.008119,               0.008119
                     59,                0.63029,                 0.7761,                 1.0824,                0.77102,                0.84353,                0.87035,                0.78451,                0.52557,                 0.6978,                 1.1458,               0.008086,               0.008086,               0.008086
                     60,                0.61646,                0.76138,                 1.0731,                0.74348,                 0.9001,                0.85687,                0.76313,                0.49751,                0.69905,                 1.1376,               0.008053,               0.008053,               0.008053
                     61,                0.62877,                0.78397,                 1.0763,                0.73864,                0.90776,                0.86514,                0.76689,                0.52988,                0.62287,                 1.1566,                0.00802,                0.00802,                0.00802
                     62,                0.61298,                 0.7608,                 1.0719,                0.67135,                0.87086,                0.83931,                0.73716,                0.55194,                 0.7326,                 1.1534,               0.007987,               0.007987,               0.007987
                     63,                0.61469,                0.76037,                 1.0693,                 0.7372,                0.92964,                0.85881,                0.76803,                0.53662,                0.65535,                 1.1533,               0.007954,               0.007954,               0.007954
                     64,                 0.6255,                0.77444,                 1.0801,                0.77642,                0.85492,                  0.862,                 0.7641,                0.50475,                0.69888,                 1.1153,               0.007921,               0.007921,               0.007921
                     65,                0.61335,                0.76287,                 1.0691,                 0.7541,                0.86411,                0.86887,                0.75197,                 0.5585,                0.66623,                 1.2179,               0.007888,               0.007888,               0.007888
                     66,                0.58362,                0.71583,                 1.0501,                0.76501,                0.85549,                0.83067,                0.75116,                0.52981,                0.73321,                 1.1414,               0.007855,               0.007855,               0.007855
                     67,                0.60054,                 0.7363,                 1.0612,                0.75574,                0.87595,                 0.8712,                0.76241,                0.54236,                0.64935,                  1.177,               0.007822,               0.007822,               0.007822
                     68,                0.59664,                0.73019,                 1.0548,                0.79383,                0.86374,                0.86518,                0.75922,                0.56411,                0.65534,                 1.2389,               0.007789,               0.007789,               0.007789
                     69,                0.60072,                0.73324,                 1.0634,                0.72545,                0.91392,                0.87915,                0.77979,                0.55202,                0.64129,                 1.2183,               0.007756,               0.007756,               0.007756
                     70,                0.59169,                0.73301,                 1.0602,                0.70252,                0.94049,                0.88356,                0.79006,                0.52429,                0.66688,                 1.1375,               0.007723,               0.007723,               0.007723
                     71,                0.60082,                0.73166,                 1.0658,                0.78007,                0.86853,                0.87889,                0.77294,                0.54195,                0.64322,                 1.1529,                0.00769,                0.00769,                0.00769
                     72,                0.59208,                0.72483,                 1.0572,                0.73825,                0.92553,                0.87257,                0.77458,                0.55434,                0.62716,                 1.1582,               0.007657,               0.007657,               0.007657
                     73,                 0.5967,                0.72828,                 1.0605,                0.76057,                0.86847,                0.85738,                 0.7618,                0.57337,                0.66317,                 1.1949,               0.007624,               0.007624,               0.007624
                     74,                0.58135,                0.71623,                 1.0509,                0.75795,                0.86061,                0.85325,                0.75404,                0.54688,                0.74055,                 1.1786,               0.007591,               0.007591,               0.007591
                     75,                0.60184,                0.73022,                 1.0676,                0.71795,                0.86755,                 0.8585,                0.74777,                0.56905,                0.75262,                 1.1884,               0.007558,               0.007558,               0.007558
                     76,                0.59818,                0.73047,                 1.0599,                0.72721,                0.93732,                 0.8684,                0.76354,                0.55258,                0.68161,                  1.173,               0.007525,               0.007525,               0.007525
                     77,                0.58123,                0.70481,                 1.0468,                0.75693,                0.89828,                0.85837,                0.75285,                0.56801,                0.67774,                 1.2063,               0.007492,               0.007492,               0.007492
                     78,                0.58366,                0.71154,                 1.0535,                0.73783,                 0.9153,                0.87351,                0.77558,                0.52389,                0.62894,                 1.1691,               0.007459,               0.007459,               0.007459
                     79,                0.59263,                0.71321,                 1.0581,                0.77872,                0.91078,                0.88511,                0.78171,                0.53389,                0.59125,                 1.1757,               0.007426,               0.007426,               0.007426
                     80,                0.59675,                0.72039,                 1.0654,                0.76529,                0.89828,                0.86463,                0.77276,                0.51275,                0.64349,                 1.1516,               0.007393,               0.007393,               0.007393
                     81,                0.58299,                0.69854,                 1.0475,                0.72215,                0.92439,                0.85875,                0.76263,                 0.5047,                0.66932,                 1.1324,                0.00736,                0.00736,                0.00736
                     82,                0.58525,                0.72042,                 1.0557,                0.74622,                0.87987,                0.86098,                0.76601,                0.52802,                0.67059,                 1.1503,               0.007327,               0.007327,               0.007327
                     83,                0.57956,                0.69575,                 1.0498,                0.75166,                0.90423,                0.86939,                0.78861,                0.50436,                0.64065,                 1.1362,               0.007294,               0.007294,               0.007294
                     84,                0.58933,                0.70217,                 1.0572,                 0.7559,                0.91095,                 0.8818,                0.79945,                0.49668,                0.64738,                 1.1133,               0.007261,               0.007261,               0.007261
                     85,                0.57085,                0.69496,                 1.0461,                0.75679,                0.91208,                0.87747,                0.78579,                0.52256,                0.64727,                 1.1462,               0.007228,               0.007228,               0.007228
                     86,                0.58009,                0.69159,                 1.0557,                0.76364,                0.91542,                0.84735,                0.75759,                0.53279,                0.66671,                 1.1673,               0.007195,               0.007195,               0.007195
                     87,                 0.5707,                0.69045,                 1.0408,                0.75988,                0.92755,                0.86573,                0.78493,                0.56783,                0.64947,                 1.1878,               0.007162,               0.007162,               0.007162
                     88,                 0.5745,                0.70117,                 1.0465,                0.78564,                0.85306,                0.86981,                0.76885,                 0.5681,                0.64664,                 1.2282,               0.007129,               0.007129,               0.007129
                     89,                0.57646,                0.68466,                 1.0498,                0.75086,                0.90193,                0.84397,                0.74659,                0.58366,                 0.7096,                 1.2331,               0.007096,               0.007096,               0.007096
                     90,                0.57274,                0.68919,                 1.0463,                0.74331,                 0.8683,                0.84458,                0.75124,                0.57322,                0.72389,                  1.224,               0.007063,               0.007063,               0.007063
                     91,                0.57858,                0.68848,                 1.0485,                0.76104,                0.87751,                0.85165,                0.77175,                0.54329,                0.66877,                 1.1853,                0.00703,                0.00703,                0.00703
                     92,                 0.5617,                0.66692,                 1.0387,                  0.762,                0.90081,                0.86577,                0.77937,                0.52112,                0.65161,                 1.1461,               0.006997,               0.006997,               0.006997
                     93,                0.56047,                0.68544,                 1.0438,                0.74063,                0.94526,                0.87109,                0.77259,                0.53636,                0.63118,                 1.1539,               0.006964,               0.006964,               0.006964
                     94,                0.56816,                0.68388,                 1.0429,                 0.7689,                0.94238,                 0.8706,                 0.7742,                0.56343,                0.62361,                 1.1851,               0.006931,               0.006931,               0.006931
                     95,                0.56648,                0.67568,                 1.0418,                0.78249,                0.88511,                0.86495,                 0.7613,                 0.5545,                0.64802,                 1.1791,               0.006898,               0.006898,               0.006898
                     96,                0.53013,                0.62425,                 1.0197,                0.76185,                0.91552,                0.87011,                0.78173,                0.55145,                 0.6272,                 1.1916,               0.006865,               0.006865,               0.006865
                     97,                0.55497,                0.64588,                 1.0359,                0.76419,                0.92966,                 0.8719,                0.77846,                0.53859,                0.63176,                 1.1606,               0.006832,               0.006832,               0.006832
                     98,                0.55379,                0.65085,                 1.0302,                0.77936,                0.92838,                0.86625,                0.76474,                  0.536,                0.63061,                 1.1757,               0.006799,               0.006799,               0.006799
                     99,                0.55552,                 0.6494,                 1.0364,                0.79889,                0.88909,                 0.8644,                0.77277,                0.54406,                0.63896,                 1.1898,               0.006766,               0.006766,               0.006766
                    100,                0.55327,                0.65508,                 1.0349,                0.78399,                0.89052,                0.87846,                0.78691,                0.50715,                0.61133,                 1.1585,               0.006733,               0.006733,               0.006733
                    101,                0.55456,                0.66029,                 1.0374,                0.78518,                0.92026,                0.87652,                0.78753,                0.52364,                0.60345,                 1.1682,                 0.0067,                 0.0067,                 0.0067
                    102,                 0.5494,                0.65054,                 1.0319,                0.77411,                0.92832,                0.88121,                0.79783,                0.51576,                0.62365,                 1.1564,               0.006667,               0.006667,               0.006667
                    103,                0.55676,                 0.6514,                 1.0379,                0.79509,                0.93138,                0.88439,                0.79938,                0.51916,                0.59113,                 1.1646,               0.006634,               0.006634,               0.006634
                    104,                0.54216,                0.64176,                 1.0283,                0.77587,                0.93276,                0.88117,                 0.7917,                0.52252,                0.62246,                 1.1646,               0.006601,               0.006601,               0.006601
                    105,                 0.5531,                0.65101,                 1.0405,                0.76978,                0.93087,                0.86469,                0.78024,                 0.5351,                0.65087,                  1.176,               0.006568,               0.006568,               0.006568
                    106,                 0.5535,                0.65301,                 1.0332,                0.75121,                0.91701,                0.86026,                0.76704,                 0.5332,                0.65147,                 1.1695,               0.006535,               0.006535,               0.006535
                    107,                0.53775,                 0.6312,                 1.0241,                0.73126,                0.87631,                0.85335,                0.76534,                 0.5351,                0.66957,                 1.1679,               0.006502,               0.006502,               0.006502
                    108,                0.54018,                0.63682,                 1.0298,                0.75297,                0.87076,                0.85537,                0.76983,                0.53139,                  0.681,                 1.1678,               0.006469,               0.006469,               0.006469
                    109,                0.54561,                0.64368,                 1.0315,                0.76098,                0.87328,                0.85635,                0.77417,                0.52425,                0.65818,                 1.1624,               0.006436,               0.006436,               0.006436
                    110,                0.54853,                0.64834,                 1.0379,                0.74575,                0.86638,                 0.8553,                0.77963,                0.51759,                0.65435,                 1.1514,               0.006403,               0.006403,               0.006403
                    111,                0.53894,                0.62412,                 1.0241,                0.74733,                0.88204,                0.84134,                0.76803,                 0.5187,                0.66655,                 1.1498,                0.00637,                0.00637,                0.00637
                    112,                0.54272,                0.64786,                 1.0329,                0.75751,                0.86078,                0.84007,                 0.7653,                0.53197,                0.66987,                 1.1562,               0.006337,               0.006337,               0.006337
                    113,                0.54178,                0.62681,                 1.0306,                 0.7344,                0.89753,                0.83944,                0.76073,                0.54453,                0.68356,                 1.1639,               0.006304,               0.006304,               0.006304
                    114,                 0.5445,                0.62554,                 1.0317,                0.75308,                0.91207,                0.84472,                0.76649,                0.53749,                0.67787,                 1.1534,               0.006271,               0.006271,               0.006271
                    115,                0.52705,                0.62428,                  1.022,                0.76271,                0.91644,                 0.8432,                 0.7618,                0.52119,                0.65661,                 1.1404,               0.006238,               0.006238,               0.006238
                    116,                0.54008,                0.62528,                  1.033,                0.75896,                0.89573,                0.84424,                 0.7687,                0.52388,                0.67447,                 1.1507,               0.006205,               0.006205,               0.006205
                    117,                0.52926,                0.61674,                  1.018,                0.75173,                0.92702,                0.83471,                 0.7564,                0.52019,                0.65567,                 1.1522,               0.006172,               0.006172,               0.006172
                    118,                0.53411,                0.63001,                 1.0219,                0.76452,                0.90906,                0.85277,                0.77578,                0.53247,                0.65777,                 1.1703,               0.006139,               0.006139,               0.006139
                    119,                0.53913,                0.62131,                 1.0283,                0.76064,                0.90302,                 0.8508,                0.77257,                0.54499,                0.66483,                 1.1925,               0.006106,               0.006106,               0.006106
                    120,                0.53388,                0.62329,                 1.0236,                0.76769,                 0.9226,                0.84459,                0.75703,                0.54658,                0.67209,                 1.1891,               0.006073,               0.006073,               0.006073
                    121,                0.53811,                  0.618,                 1.0266,                0.77569,                0.90864,                0.84366,                0.76248,                0.54698,                0.67484,                 1.1825,                0.00604,                0.00604,                0.00604
                    122,                0.52741,                0.60498,                 1.0175,                0.76873,                0.91792,                 0.8495,                0.76483,                0.53225,                0.66125,                 1.1636,               0.006007,               0.006007,               0.006007
                    123,                0.52736,                0.61755,                 1.0259,                0.76947,                0.90271,                0.85759,                0.76847,                0.50937,                0.63399,                 1.1375,               0.005974,               0.005974,               0.005974
                    124,                0.53781,                0.62681,                 1.0269,                0.79808,                0.86325,                0.86415,                0.77192,                0.52033,                0.63684,                 1.1463,               0.005941,               0.005941,               0.005941
                    125,                0.53625,                 0.6224,                 1.0252,                0.77386,                0.89925,                0.86723,                 0.7831,                0.51136,                 0.6392,                 1.1393,               0.005908,               0.005908,               0.005908
                    126,                0.54261,                0.62105,                 1.0278,                0.76271,                0.91633,                0.86683,                0.78027,                0.51117,                0.63687,                 1.1382,               0.005875,               0.005875,               0.005875
                    127,                 0.5439,                0.62585,                 1.0305,                0.77889,                 0.9282,                0.85993,                0.77584,                0.50732,                0.62615,                 1.1406,               0.005842,               0.005842,               0.005842
                    128,                0.55126,                 0.6354,                 1.0379,                0.75676,                0.91959,                0.86747,                0.77543,                0.50408,                0.62708,                 1.1401,               0.005809,               0.005809,               0.005809
                    129,                0.54644,                0.63149,                 1.0347,                0.79772,                0.85209,                0.86558,                0.77838,                0.50154,                0.63445,                 1.1434,               0.005776,               0.005776,               0.005776
                    130,                0.54171,                0.62474,                 1.0319,                0.79721,                0.84709,                 0.8612,                0.78146,                0.50194,                0.63768,                 1.1411,               0.005743,               0.005743,               0.005743
                    131,                0.53221,                0.60887,                 1.0236,                0.80284,                0.86889,                0.86268,                0.78846,                 0.5041,                0.63254,                 1.1402,                0.00571,                0.00571,                0.00571
                    132,                0.54151,                0.63067,                 1.0281,                0.80683,                0.87038,                0.86563,                 0.7864,                 0.5116,                0.63149,                 1.1439,               0.005677,               0.005677,               0.005677
                    133,                0.52986,                0.61557,                 1.0262,                0.78563,                0.85964,                0.85966,                0.78266,                0.52055,                0.63532,                 1.1475,               0.005644,               0.005644,               0.005644
                    134,                0.53022,                0.60664,                 1.0209,                0.75368,                0.91753,                0.86368,                 0.7843,                0.51805,                0.63444,                 1.1475,               0.005611,               0.005611,               0.005611
                    135,                0.53982,                0.62685,                 1.0294,                0.75293,                0.91791,                0.86375,                0.78683,                 0.5205,                0.63315,                 1.1503,               0.005578,               0.005578,               0.005578
                    136,                0.53421,                0.61184,                 1.0237,                0.75304,                 0.9176,                0.86329,                0.78757,                 0.5203,                 0.6342,                 1.1529,               0.005545,               0.005545,               0.005545
                    137,                0.54231,                0.62358,                 1.0313,                0.75427,                0.91811,                0.85935,                 0.7817,                0.52867,                0.64345,                 1.1617,               0.005512,               0.005512,               0.005512
                    138,                 0.5393,                 0.6239,                 1.0272,                0.75722,                0.88574,                0.85716,                0.77736,                0.53013,                0.64087,                 1.1645,               0.005479,               0.005479,               0.005479
                    139,                0.53193,                0.61328,                 1.0267,                0.77284,                0.86903,                0.85605,                0.77568,                0.53053,                  0.634,                 1.1628,               0.005446,               0.005446,               0.005446
                    140,                0.53792,                0.63366,                 1.0273,                0.77096,                0.87328,                0.86287,                 0.7868,                0.53028,                0.63521,                 1.1638,               0.005413,               0.005413,               0.005413
                    141,                0.53435,                0.61221,                 1.0259,                0.75113,                0.90776,                0.86395,                0.78495,                0.52791,                0.63296,                   1.16,                0.00538,                0.00538,                0.00538
                    142,                0.53521,                0.61064,                 1.0259,                0.77272,                0.87328,                0.86164,                 0.7788,                0.52355,                0.62469,                 1.1491,               0.005347,               0.005347,               0.005347
                    143,                0.54278,                0.60898,                  1.031,                0.77453,                0.87328,                0.86447,                0.78099,                0.52125,                0.62346,                 1.1421,               0.005314,               0.005314,               0.005314
                    144,                0.53638,                 0.6156,                 1.0269,                0.79006,                 0.8428,                0.86382,                0.78158,                0.52454,                 0.6216,                 1.1436,               0.005281,               0.005281,               0.005281
                    145,                0.53306,                0.61382,                 1.0259,                0.80024,                0.84287,                0.86574,                0.78143,                0.52603,                0.62046,                 1.1432,               0.005248,               0.005248,               0.005248
                    146,                0.53172,                  0.613,                 1.0228,                0.78352,                0.87189,                 0.8677,                 0.7879,                0.53155,                0.62056,                 1.1483,               0.005215,               0.005215,               0.005215
                    147,                0.52566,                0.60559,                 1.0192,                 0.7836,                0.86985,                 0.8618,                 0.7821,                 0.5316,                0.62093,                  1.145,               0.005182,               0.005182,               0.005182
                    148,                0.53357,                0.60489,                 1.0257,                0.78599,                 0.8722,                0.86904,                0.78561,                0.52913,                0.61619,                 1.1406,               0.005149,               0.005149,               0.005149
                    149,                0.52503,                0.60391,                 1.0223,                0.78268,                0.87784,                0.86887,                0.78993,                0.53303,                0.61935,                  1.143,               0.005116,               0.005116,               0.005116
                    150,                0.53572,                 0.5959,                 1.0292,                0.77822,                0.87712,                0.87036,                0.78677,                0.52324,                0.61354,                 1.1367,               0.005083,               0.005083,               0.005083
                    151,                  0.516,                0.58346,                 1.0164,                0.77137,                0.87742,                0.87078,                0.78638,                0.51944,                0.61597,                 1.1333,                0.00505,                0.00505,                0.00505
                    152,                 0.5237,                0.58402,                 1.0172,                0.76732,                0.87747,                0.86893,                0.78275,                  0.525,                 0.6202,                 1.1364,               0.005017,               0.005017,               0.005017
                    153,                0.51535,                0.58829,                 1.0179,                0.76718,                0.87782,                0.86989,                0.78214,                0.52948,                0.61549,                 1.1383,               0.004984,               0.004984,               0.004984
                    154,                0.52875,                0.60551,                 1.0239,                0.76743,                0.87738,                0.86805,                0.78074,                0.53013,                0.61626,                 1.1383,               0.004951,               0.004951,               0.004951
                    155,                0.51996,                0.59588,                 1.0202,                0.76711,                0.87681,                0.86895,                0.78233,                0.53043,                0.61808,                 1.1394,               0.004918,               0.004918,               0.004918
                    156,                0.51987,                 0.5913,                 1.0217,                 0.7478,                 0.9283,                  0.869,                0.78156,                0.52919,                0.61833,                 1.1381,               0.004885,               0.004885,               0.004885
