                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.52442,                0.59424,                 1.0252,                0.74828,                0.91751,                0.86851,                0.78075,                 0.5287,                0.61793,                 1.1366,               0.004852,               0.004852,               0.004852
                    158,                 0.5153,                0.58488,                 1.0173,                0.74727,                0.90302,                0.86911,                0.78122,                0.53022,                0.61805,                 1.1392,               0.004819,               0.004819,               0.004819
                    159,                 0.5194,                0.57992,                 1.0194,                0.76045,                0.91488,                0.86786,                0.77974,                0.52783,                0.61515,                 1.1403,               0.004786,               0.004786,               0.004786
                    160,                0.52502,                0.59103,                  1.021,                0.75984,                0.91359,                0.86891,                0.77924,                0.52158,                0.61417,                 1.1305,               0.004753,               0.004753,               0.004753
                    161,                0.52002,                0.59099,                 1.0179,                0.75796,                0.91579,                0.87286,                0.78595,                0.52107,                0.61431,                  1.131,                0.00472,                0.00472,                0.00472
                    162,                0.51685,                 0.5723,                 1.0161,                0.75911,                 0.9215,                0.87439,                0.78578,                0.52338,                0.61537,                 1.1321,               0.004687,               0.004687,               0.004687
                    163,                0.51294,                0.58211,                 1.0171,                0.80254,                 0.8742,                0.87788,                0.78476,                0.52526,                0.61597,                 1.1318,               0.004654,               0.004654,               0.004654
                    164,                 0.4653,                0.51831,                0.98632,                0.75897,                0.92073,                0.87332,                0.78109,                0.52715,                0.61772,                 1.1339,               0.004621,               0.004621,               0.004621
                    165,                0.49058,                0.54441,                0.99996,                0.75952,                0.92579,                0.87132,                0.78115,                0.52664,                0.61836,                 1.1351,               0.004588,               0.004588,               0.004588
                    166,                0.48856,                0.54411,                0.99568,                0.75936,                0.92609,                0.87112,                0.78228,                0.52612,                0.61811,                  1.136,               0.004555,               0.004555,               0.004555
                    167,                0.49399,                0.54615,                 1.0038,                0.79904,                0.87685,                0.87161,                0.78548,                0.52765,                0.61512,                  1.137,               0.004522,               0.004522,               0.004522
                    168,                0.49169,                0.54854,                 1.0029,                0.80412,                0.87522,                0.87328,                 0.7867,                 0.5286,                0.61281,                 1.1379,               0.004489,               0.004489,               0.004489
                    169,                0.49213,                0.55229,                 1.0043,                0.80108,                0.87634,                0.87402,                0.78769,                0.52777,                0.61371,                 1.1386,               0.004456,               0.004456,               0.004456
                    170,                 0.4909,                0.54657,                 1.0015,                0.80242,                0.87552,                0.87523,                0.79083,                0.52778,                0.61655,                 1.1403,               0.004423,               0.004423,               0.004423
                    171,                0.49763,                0.55537,                 1.0065,                0.79941,                0.87676,                0.87486,                0.79229,                0.52756,                0.61618,                 1.1407,                0.00439,                0.00439,                0.00439
                    172,                0.48244,                0.54086,                0.99694,                0.80195,                0.88952,                0.87526,                0.79249,                0.52816,                 0.6142,                 1.1416,               0.004357,               0.004357,               0.004357
                    173,                0.49636,                0.55008,                 1.0098,                 0.7981,                0.88996,                0.87587,                0.79157,                0.52957,                0.61376,                  1.144,               0.004324,               0.004324,               0.004324
                    174,                0.49638,                 0.5491,                 1.0028,                0.79764,                0.88992,                 0.8759,                0.79262,                0.53039,                 0.6135,                 1.1456,               0.004291,               0.004291,               0.004291
                    175,                0.48239,                0.53397,                0.99427,                0.80295,                0.88832,                0.87731,                 0.7934,                0.53094,                0.61398,                 1.1462,               0.004258,               0.004258,               0.004258
                    176,                0.48252,                0.53592,                0.99801,                0.79818,                0.88863,                0.87687,                0.79316,                0.53117,                0.61394,                  1.146,               0.004225,               0.004225,               0.004225
                    177,                0.49058,                0.54198,                 1.0039,                0.80479,                0.88854,                0.87732,                0.79356,                0.53167,                 0.6125,                 1.1467,               0.004192,               0.004192,               0.004192
                    178,                0.49289,                0.54468,                 1.0093,                 0.8093,                0.88699,                0.87718,                0.79351,                0.53207,                0.61183,                 1.1468,               0.004159,               0.004159,               0.004159
                    179,                0.48109,                0.52662,                0.99344,                0.80942,                0.88794,                 0.8775,                0.79313,                0.53236,                0.61161,                 1.1467,               0.004126,               0.004126,               0.004126
                    180,                0.48562,                0.54658,                 1.0005,                0.80915,                0.88598,                0.87714,                0.79369,                0.53264,                0.61204,                 1.1473,               0.004093,               0.004093,               0.004093
                    181,                0.48378,                0.52784,                 1.0001,                0.80834,                 0.8797,                0.87727,                0.79427,                0.53285,                 0.6129,                 1.1474,                0.00406,                0.00406,                0.00406
                    182,                 0.4872,                0.53874,                 1.0017,                0.80843,                0.88041,                0.87717,                0.79471,                0.53358,                0.61388,                 1.1483,               0.004027,               0.004027,               0.004027
                    183,                0.47532,                 0.5304,                0.99419,                0.80733,                0.88822,                0.87559,                0.79329,                0.53497,                0.61393,                 1.1494,               0.003994,               0.003994,               0.003994
                    184,                0.48171,                0.52902,                 1.0008,                0.80736,                0.88491,                0.87652,                 0.7938,                0.53437,                0.61361,                 1.1492,               0.003961,               0.003961,               0.003961
                    185,                0.47538,                0.52669,                 0.9911,                0.80703,                 0.8829,                0.87799,                0.79411,                0.53465,                0.61311,                 1.1503,               0.003928,               0.003928,               0.003928
                    186,                0.47746,                0.53014,                0.99365,                0.80689,                 0.8825,                0.87782,                0.79427,                0.53476,                0.61194,                  1.152,               0.003895,               0.003895,               0.003895
                    187,                0.47716,                0.52204,                0.99509,                0.80658,                0.88044,                  0.878,                0.79464,                0.53437,                0.61168,                 1.1532,               0.003862,               0.003862,               0.003862
                    188,                0.47538,                0.52856,                0.99425,                0.80665,                0.87933,                0.87796,                0.79377,                0.53307,                 0.6126,                 1.1534,               0.003829,               0.003829,               0.003829
                    189,                0.48191,                0.52596,                0.99778,                0.80678,                0.87908,                0.87897,                0.79495,                0.53203,                0.61188,                 1.1526,               0.003796,               0.003796,               0.003796
                    190,                0.47315,                0.50534,                0.99109,                0.80675,                0.87914,                0.87956,                0.79513,                0.53174,                0.61076,                 1.1528,               0.003763,               0.003763,               0.003763
                    191,                0.46752,                0.52082,                0.99424,                0.80678,                0.88106,                0.87955,                0.79392,                0.53262,                0.61174,                 1.1553,                0.00373,                0.00373,                0.00373
                    192,                0.47819,                0.52658,                0.99522,                0.80672,                0.88196,                0.87958,                 0.7937,                 0.5326,                0.61257,                 1.1555,               0.003697,               0.003697,               0.003697
                    193,                0.47636,                0.52599,                0.99437,                0.80653,                0.88187,                0.87952,                0.79251,                0.53149,                0.61307,                 1.1539,               0.003664,               0.003664,               0.003664
                    194,                0.47922,                0.51387,                0.99409,                0.80643,                0.88209,                0.87898,                 0.7928,                0.53089,                0.61539,                 1.1535,               0.003631,               0.003631,               0.003631
                    195,                0.48004,                0.51561,                0.99839,                0.80633,                0.88266,                0.87798,                0.79349,                0.53002,                0.61861,                 1.1532,               0.003598,               0.003598,               0.003598
                    196,                0.42755,                0.46792,                0.96894,                0.80634,                0.88212,                0.87715,                0.79311,                0.52993,                0.61947,                 1.1531,               0.003565,               0.003565,               0.003565
                    197,                0.45196,                0.49088,                0.98079,                0.80639,                 0.8827,                0.87619,                0.79014,                0.52965,                0.62004,                 1.1523,               0.003532,               0.003532,               0.003532
                    198,                0.45378,                 0.4944,                 0.9786,                0.80643,                0.88286,                0.87771,                0.79311,                0.52972,                0.61985,                 1.1527,               0.003499,               0.003499,               0.003499
                    199,                0.45909,                0.49742,                 0.9866,                0.80649,                0.88301,                0.87766,                0.79331,                0.53011,                0.62019,                 1.1537,               0.003466,               0.003466,               0.003466
                    200,                0.45811,                0.49772,                0.98579,                0.80656,                0.88334,                0.87507,                0.79035,                0.53053,                0.62016,                  1.155,               0.003433,               0.003433,               0.003433
                    201,                 0.4601,                0.50475,                0.98849,                0.80661,                0.88325,                0.87491,                0.78314,                0.53112,                0.62025,                 1.1569,                 0.0034,                 0.0034,                 0.0034
                    202,                0.46099,                0.50601,                0.98646,                0.80667,                 0.8832,                0.87491,                0.78436,                0.53153,                0.62089,                  1.158,               0.003367,               0.003367,               0.003367
                    203,                0.46693,                0.51006,                0.99256,                0.79713,                0.87328,                0.87218,                0.78631,                0.53169,                 0.6212,                 1.1582,               0.003334,               0.003334,               0.003334
                    204,                0.45779,                0.49802,                0.98502,                0.79666,                0.87328,                0.87209,                0.78845,                0.53202,                0.62188,                 1.1586,               0.003301,               0.003301,               0.003301
                    205,                0.46427,                0.50741,                0.99435,                0.79529,                0.87328,                0.87357,                0.78823,                0.53259,                0.62185,                 1.1595,               0.003268,               0.003268,               0.003268
                    206,                0.47173,                0.51112,                0.99069,                0.79466,                0.87445,                0.87441,                0.78853,                0.53272,                0.62152,                 1.1598,               0.003235,               0.003235,               0.003235
                    207,                0.45648,                0.49186,                0.98255,                0.79503,                0.87514,                0.87363,                0.78788,                0.53332,                0.62201,                 1.1603,               0.003202,               0.003202,               0.003202
                    208,                0.45648,                0.49713,                0.98593,                0.79544,                0.87498,                0.87363,                0.78788,                0.53355,                0.62282,                 1.1604,               0.003169,               0.003169,               0.003169
                    209,                0.46535,                0.49494,                0.99126,                0.80046,                0.87328,                0.87375,                0.78922,                0.53418,                0.62335,                 1.1614,               0.003136,               0.003136,               0.003136
                    210,                0.46524,                0.50406,                0.99499,                0.79073,                0.87328,                0.87275,                0.78802,                0.53528,                0.62533,                 1.1634,               0.003103,               0.003103,               0.003103
                    211,                0.45604,                0.48962,                 0.9818,                   0.79,                0.87328,                0.87377,                0.78939,                0.53558,                0.62592,                 1.1644,                0.00307,                0.00307,                0.00307
                    212,                0.45974,                 0.5076,                0.98822,                0.79091,                0.87469,                0.87477,                0.79218,                0.53658,                0.62734,                 1.1678,               0.003037,               0.003037,               0.003037
                    213,                0.45866,                0.49161,                0.98791,                0.76442,                0.90817,                0.87502,                0.79168,                0.53749,                 0.6278,                 1.1699,               0.003004,               0.003004,               0.003004
                    214,                0.46319,                0.49857,                0.98882,                0.76362,                0.90813,                0.87382,                0.79069,                0.53741,                 0.6284,                 1.1699,               0.002971,               0.002971,               0.002971
                    215,                0.45165,                0.49396,                0.98274,                0.76323,                0.90815,                 0.8734,                0.79035,                0.53749,                0.62834,                 1.1699,               0.002938,               0.002938,               0.002938
                    216,                0.45826,                0.49232,                0.98991,                0.76307,                0.90819,                0.87537,                0.79167,                 0.5379,                 0.6288,                 1.1701,               0.002905,               0.002905,               0.002905
                    217,                0.45133,                0.48985,                0.97845,                0.76299,                0.90816,                0.87542,                0.79178,                0.53834,                0.62867,                 1.1707,               0.002872,               0.002872,               0.002872
                    218,                0.45941,                0.49469,                0.98392,                0.76302,                0.90818,                0.87542,                0.79177,                0.53822,                0.62827,                 1.1712,               0.002839,               0.002839,               0.002839
                    219,                0.45678,                0.48711,                0.98534,                0.76293,                0.90801,                0.87521,                0.79041,                0.53854,                0.62893,                 1.1718,               0.002806,               0.002806,               0.002806
                    220,                0.45284,                0.49022,                0.98269,                0.76317,                0.90775,                0.87521,                0.79048,                0.53911,                0.62972,                 1.1728,               0.002773,               0.002773,               0.002773
                    221,                0.45959,                0.49069,                0.98653,                0.76337,                 0.9075,                0.87521,                0.79046,                0.54003,                0.63023,                 1.1745,                0.00274,                0.00274,                0.00274
                    222,                0.45104,                0.47615,                0.98036,                 0.7631,                0.90767,                0.87557,                0.79076,                0.54056,                0.63106,                 1.1756,               0.002707,               0.002707,               0.002707
                    223,                0.44939,                0.48888,                0.98535,                0.76297,                0.90772,                0.87563,                0.79088,                0.54043,                0.63088,                 1.1751,               0.002674,               0.002674,               0.002674
                    224,                0.45787,                0.49396,                0.98519,                0.76302,                0.90762,                0.87566,                0.79169,                0.54066,                0.63149,                 1.1751,               0.002641,               0.002641,               0.002641
                    225,                0.45642,                0.49082,                0.98306,                0.76305,                0.90764,                0.87544,                0.79158,                0.54104,                0.63261,                 1.1752,               0.002608,               0.002608,               0.002608
                    226,                0.46132,                0.48182,                0.98381,                0.76296,                0.90767,                0.87563,                0.79178,                0.53329,                0.63145,                 1.1714,               0.002575,               0.002575,               0.002575
                    227,                0.45688,                0.48202,                0.98547,                0.76321,                 0.9076,                0.87514,                0.79009,                 0.5336,                0.63212,                 1.1725,               0.002542,               0.002542,               0.002542
                    228,                 0.4677,                0.49986,                0.99258,                0.76341,                 0.9075,                0.87527,                0.78932,                 0.5339,                0.63333,                 1.1724,               0.002509,               0.002509,               0.002509
                    229,                0.46089,                0.49083,                0.99096,                0.76332,                0.90756,                0.87532,                0.78943,                0.53398,                0.63451,                  1.173,               0.002476,               0.002476,               0.002476
                    230,                0.46046,                0.48381,                0.98987,                0.76301,                0.90778,                  0.874,                0.78798,                 0.5342,                0.63528,                 1.1734,               0.002443,               0.002443,               0.002443
                    231,                0.44958,                0.48291,                0.98134,                 0.7628,                0.90788,                0.87498,                0.78876,                0.53435,                0.63542,                 1.1737,                0.00241,                0.00241,                0.00241
                    232,                0.45977,                0.49321,                0.98746,                0.76267,                 0.9079,                0.87303,                0.78765,                0.53413,                0.63484,                 1.1735,               0.002377,               0.002377,               0.002377
                    233,                0.44559,                0.48343,                0.98204,                0.76262,                0.90774,                 0.8724,                0.78709,                0.53432,                0.63414,                 1.1745,               0.002344,               0.002344,               0.002344
                    234,                0.44839,                 0.4775,                 0.9791,                 0.7625,                0.90763,                 0.8724,                0.78721,                0.53493,                0.63414,                 1.1753,               0.002311,               0.002311,               0.002311
                    235,                0.45526,                0.48734,                0.98796,                0.76223,                0.90766,                0.87157,                0.78674,                0.53516,                0.63438,                 1.1755,               0.002278,               0.002278,               0.002278
                    236,                0.44902,                0.47535,                0.98072,                0.76197,                0.90777,                0.86953,                0.78747,                0.53539,                0.63465,                 1.1756,               0.002245,               0.002245,               0.002245
                    237,                0.45761,                0.48266,                0.98894,                0.76184,                0.90781,                 0.8683,                0.78626,                0.53572,                0.63543,                 1.1757,               0.002212,               0.002212,               0.002212
                    238,                0.45169,                0.48088,                0.98335,                 0.7877,                0.88276,                0.86873,                0.78704,                0.53568,                0.63575,                 1.1754,               0.002179,               0.002179,               0.002179
                    239,                0.44624,                0.47828,                0.98398,                0.78769,                0.88272,                 0.8685,                0.78665,                0.53554,                0.63583,                 1.1751,               0.002146,               0.002146,               0.002146
                    240,                 0.4571,                0.48972,                0.98755,                 0.7877,                0.88288,                0.86831,                0.78697,                0.53572,                0.63593,                 1.1756,               0.002113,               0.002113,               0.002113
                    241,                0.45335,                 0.4805,                0.98446,                0.78713,                0.87944,                0.87042,                0.78804,                0.53566,                0.63597,                 1.1757,                0.00208,                0.00208,                0.00208
                    242,                0.45263,                0.47641,                0.98382,                0.78716,                0.87963,                0.87069,                0.78853,                0.53501,                0.63585,                 1.1751,               0.002047,               0.002047,               0.002047
                    243,                0.45617,                0.47487,                0.98539,                0.78713,                0.87945,                0.87161,                0.78892,                0.53408,                0.63668,                 1.1741,               0.002014,               0.002014,               0.002014
                    244,                0.45136,                0.48118,                0.98394,                0.78706,                0.87901,                0.86808,                0.78517,                0.53387,                0.63723,                 1.1741,               0.001981,               0.001981,               0.001981
                    245,                 0.4493,                0.47733,                0.98354,                0.78698,                0.87852,                0.86897,                0.78599,                0.53351,                0.63699,                 1.1735,               0.001948,               0.001948,               0.001948
                    246,                0.44941,                0.47494,                0.98273,                0.78697,                0.87846,                0.86906,                0.78602,                0.53348,                0.63659,                 1.1738,               0.001915,               0.001915,               0.001915
                    247,                0.44746,                 0.4781,                0.98156,                0.78692,                0.87813,                0.86909,                0.78617,                0.53371,                0.63711,                 1.1737,               0.001882,               0.001882,               0.001882
                    248,                0.45001,                0.47824,                0.98483,                0.78679,                0.87743,                0.86812,                0.78396,                0.53368,                0.63749,                 1.1731,               0.001849,               0.001849,               0.001849
                    249,                 0.4463,                0.47149,                0.98343,                0.78677,                 0.8773,                0.86976,                0.78529,                0.53381,                0.63655,                 1.1727,               0.001816,               0.001816,               0.001816
                    250,                0.45295,                0.46984,                0.98694,                0.76191,                0.90676,                0.86947,                0.78517,                0.53375,                0.63665,                 1.1727,               0.001783,               0.001783,               0.001783
                    251,                0.43784,                0.45887,                0.97663,                 0.7619,                0.90691,                0.86927,                0.78261,                0.53395,                0.63777,                 1.1724,                0.00175,                0.00175,                0.00175
                    252,                0.44584,                0.45845,                  0.979,                0.76203,                0.90706,                0.86863,                 0.7819,                 0.5344,                0.63839,                 1.1722,               0.001717,               0.001717,               0.001717
                    253,                0.44108,                0.46454,                 0.9813,                 0.7621,                 0.9071,                0.86863,                0.78198,                0.53457,                0.63906,                 1.1719,               0.001684,               0.001684,               0.001684
                    254,                0.44769,                0.47929,                0.98244,                0.76224,                0.90699,                0.86844,                0.78183,                0.53421,                0.63983,                 1.1709,               0.001651,               0.001651,               0.001651
                    255,                0.44492,                 0.4731,                   0.98,                0.76224,                0.90704,                0.86696,                 0.7807,                0.53399,                0.64039,                 1.1703,               0.001618,               0.001618,               0.001618
                    256,                0.44474,                0.46764,                0.98313,                0.77084,                0.90709,                0.86538,                0.77259,                 0.5337,                0.64096,                 1.1699,               0.001585,               0.001585,               0.001585
                    257,                0.44837,                0.47173,                0.98675,                0.77084,                0.90715,                 0.8641,                0.77129,                0.53376,                0.64138,                 1.1698,               0.001552,               0.001552,               0.001552
                    258,                0.44099,                0.46508,                0.98032,                0.77085,                0.90715,                0.86183,                0.76945,                0.53412,                0.64143,                 1.1706,               0.001519,               0.001519,               0.001519
                    259,                0.44382,                0.46183,                0.98235,                0.77095,                0.90711,                0.86174,                0.76954,                0.53438,                0.64172,                 1.1711,               0.001486,               0.001486,               0.001486
                    260,                0.44502,                0.46888,                0.98266,                0.77095,                0.90703,                0.86219,                0.76909,                0.53465,                0.64197,                 1.1715,               0.001453,               0.001453,               0.001453
                    261,                0.44085,                0.46935,                0.97815,                0.77094,                0.90704,                0.86144,                0.76791,                0.53499,                0.64259,                 1.1718,                0.00142,                0.00142,                0.00142
                    262,                0.44102,                0.45383,                0.97842,                 0.7711,                0.90691,                0.85765,                0.76498,                0.53557,                0.64386,                 1.1723,               0.001387,               0.001387,               0.001387
                    263,                0.43488,                0.46255,                0.97948,                0.77155,                0.90683,                 0.8589,                0.76613,                0.53608,                0.64467,                 1.1731,               0.001354,               0.001354,               0.001354
                    264,                0.44352,                0.47046,                0.98331,                0.77191,                0.90669,                0.85893,                0.76623,                0.53662,                0.64532,                 1.1738,               0.001321,               0.001321,               0.001321
                    265,                0.43808,                0.46264,                0.98123,                0.77226,                0.90645,                0.85856,                 0.7647,                0.53705,                0.64532,                 1.1744,               0.001288,               0.001288,               0.001288
                    266,                0.44804,                0.46347,                0.98256,                 0.7723,                0.90629,                0.85719,                0.76224,                0.53657,                0.64499,                 1.1742,               0.001255,               0.001255,               0.001255
                    267,                0.44039,                0.44971,                0.97865,                 0.7726,                0.90617,                0.85608,                0.76077,                0.53573,                0.64554,                 1.1729,               0.001222,               0.001222,               0.001222
                    268,                0.44006,                0.44447,                0.97758,                0.77289,                0.90612,                0.85472,                0.75945,                0.53515,                0.64582,                  1.172,               0.001189,               0.001189,               0.001189
                    269,                0.43446,                 0.4552,                0.97669,                0.77298,                0.90573,                 0.8558,                0.76068,                0.53483,                0.64643,                 1.1713,               0.001156,               0.001156,               0.001156
                    270,                0.43377,                0.45111,                0.97943,                0.77293,                0.90544,                0.85775,                 0.7626,                0.53468,                0.64626,                 1.1711,               0.001123,               0.001123,               0.001123
                    271,                0.42388,                0.44439,                0.97301,                0.77284,                0.90502,                0.85775,                0.76349,                0.53508,                0.64734,                  1.171,                0.00109,                0.00109,                0.00109
                    272,                0.43275,                0.45062,                 0.9733,                0.77281,                0.90489,                0.85726,                0.76331,                0.53557,                0.64849,                 1.1713,               0.001057,               0.001057,               0.001057
                    273,                0.42383,                0.43763,                0.96961,                0.77278,                0.90475,                0.85719,                0.76453,                0.53635,                0.64905,                 1.1713,               0.001024,               0.001024,               0.001024
                    274,                0.42515,                0.44879,                0.97004,                0.77281,                0.90491,                0.85719,                0.76453,                0.53735,                0.64834,                 1.1716,               0.000991,               0.000991,               0.000991
                    275,                 0.4241,                0.44098,                0.97597,                0.77235,                0.90465,                 0.8557,                0.76241,                0.53732,                0.64745,                 1.1722,               0.000958,               0.000958,               0.000958
                    276,                0.42704,                0.44677,                 0.9744,                0.77157,                0.90442,                0.85581,                0.76277,                0.53703,                0.64768,                 1.1726,               0.000925,               0.000925,               0.000925
                    277,                0.43257,                0.44865,                0.97809,                0.77115,                0.90416,                 0.8559,                0.76249,                0.53684,                0.64844,                 1.1732,               0.000892,               0.000892,               0.000892
                    278,                0.42631,                 0.4438,                0.97565,                0.77081,                0.90393,                 0.8559,                0.76249,                0.53711,                0.64862,                 1.1753,               0.000859,               0.000859,               0.000859
                    279,                0.42278,                0.43935,                0.97759,                 0.7692,                0.90384,                0.85471,                0.76122,                 0.5377,                0.64886,                 1.1771,               0.000826,               0.000826,               0.000826
                    280,                0.42663,                0.43617,                 0.9768,                0.76739,                0.90375,                0.85103,                0.75768,                0.53815,                0.64902,                 1.1782,               0.000793,               0.000793,               0.000793
                    281,                0.41946,                0.43435,                0.96982,                0.80436,                 0.8522,                 0.8467,                0.75489,                 0.5383,                0.64965,                 1.1788,                0.00076,                0.00076,                0.00076
                    282,                0.42186,                0.43714,                0.97425,                0.80437,                0.85225,                0.84575,                0.75285,                0.53848,                0.65035,                 1.1793,               0.000727,               0.000727,               0.000727
                    283,                0.42756,                0.43556,                0.97422,                0.80443,                0.85244,                0.84543,                0.75241,                0.53839,                0.65144,                 1.1797,               0.000694,               0.000694,               0.000694
                    284,                0.42831,                0.43388,                0.97213,                 0.8044,                0.85276,                0.84519,                0.75216,                0.53842,                 0.6521,                 1.1799,               0.000661,               0.000661,               0.000661
                    285,                0.42493,                0.43276,                0.97047,                0.80443,                0.85308,                0.84528,                0.75217,                0.53838,                0.65288,                 1.1801,               0.000628,               0.000628,               0.000628
                    286,                0.42496,                0.43458,                0.97399,                0.80445,                0.85309,                0.84508,                0.75211,                0.53839,                 0.6539,                 1.1802,               0.000595,               0.000595,               0.000595
                    287,                0.41998,                0.42332,                0.96877,                0.80447,                0.85327,                0.84514,                0.75422,                0.53839,                  0.655,                 1.1803,               0.000562,               0.000562,               0.000562
                    288,                0.41471,                0.42593,                0.97068,                0.80454,                 0.8534,                0.84418,                0.75361,                0.53834,                0.65632,                 1.1805,               0.000529,               0.000529,               0.000529
                    289,                 0.4183,                0.42583,                0.97041,                0.80464,                0.85367,                0.84439,                0.75372,                0.53829,                0.65707,                 1.1803,               0.000496,               0.000496,               0.000496
                    290,                0.41608,                0.43217,                 0.9701,                0.80468,                0.85368,                0.84453,                0.75379,                0.53767,                0.65746,                 1.1787,               0.000463,               0.000463,               0.000463
                    291,                0.30296,                 0.3329,                0.88817,                0.80476,                  0.854,                0.84642,                0.75461,                0.53624,                0.65684,                 1.1757,                0.00043,                0.00043,                0.00043
                    292,                 0.2964,                0.31496,                0.88682,                0.80488,                0.85435,                0.84796,                0.75571,                0.53496,                0.65706,                  1.173,               0.000397,               0.000397,               0.000397
                    293,                 0.2933,                0.31127,                 0.8857,                0.80497,                0.85467,                0.84933,                 0.7557,                 0.5342,                0.65726,                 1.1716,               0.000364,               0.000364,               0.000364
                    294,                0.28916,                0.30792,                0.87922,                0.80505,                0.85487,                0.84937,                0.75686,                0.53338,                0.65735,                 1.1701,               0.000331,               0.000331,               0.000331
                    295,                0.28486,                0.30295,                0.87987,                0.80515,                0.85513,                 0.8495,                 0.7569,                0.53264,                0.65764,                 1.1689,               0.000298,               0.000298,               0.000298
                    296,                0.28366,                0.30079,                0.87601,                0.80522,                0.85525,                0.84964,                 0.7569,                0.53152,                0.65857,                 1.1675,               0.000265,               0.000265,               0.000265
                    297,                0.28629,                0.30299,                0.87689,                0.80527,                0.85538,                0.84847,                0.75573,                0.53152,                0.65786,                  1.167,               0.000232,               0.000232,               0.000232
                    298,                0.28383,                0.30013,                0.87585,                0.80531,                 0.8555,                0.84544,                0.75293,                0.53092,                0.65858,                  1.166,               0.000199,               0.000199,               0.000199
                    299,                0.28309,                0.30098,                0.87875,                0.80535,                 0.8556,                0.84538,                0.75305,                0.53051,                0.65924,                 1.1653,               0.000166,               0.000166,               0.000166
