                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.61332,                 0.8026,                 1.0782,                0.73617,                0.76853,                0.81772,                0.70762,                0.55329,                0.84344,                 1.1498,             0.00074282,             0.00074282,             0.00074282
                     30,                0.61229,                0.81033,                   1.08,                0.72849,                0.72188,                0.80662,                0.71648,                0.55486,                0.85732,                 1.1585,             0.00070981,             0.00070981,             0.00070981
                     31,                0.60514,                0.77208,                 1.0757,                0.70935,                0.81078,                0.78297,                0.69295,                0.53741,                0.81361,                 1.1366,              0.0006768,              0.0006768,              0.0006768
                     32,                0.60495,                0.77033,                 1.0774,                0.70717,                0.77404,                0.81161,                0.71491,                0.52545,                 0.8368,                 1.1072,              0.0006438,              0.0006438,              0.0006438
                     33,                0.58417,                0.75527,                 1.0617,                0.76619,                0.83879,                 0.8638,                0.76021,                0.52821,                0.63604,                  1.145,             0.00061079,             0.00061079,             0.00061079
                     34,                0.58825,                0.75057,                 1.0733,                0.72092,                 0.8661,                0.84238,                0.74227,                0.51521,                0.73791,                 1.1435,             0.00057778,             0.00057778,             0.00057778
                     35,                0.57228,                0.72944,                 1.0527,                0.70184,                0.89088,                0.83522,                0.73783,                0.52332,                0.69467,                 1.1436,             0.00054478,             0.00054478,             0.00054478
                     36,                0.57751,                0.74413,                 1.0582,                0.74353,                0.89897,                0.84448,                0.74762,                0.51736,                0.64346,                 1.1426,             0.00051177,             0.00051177,             0.00051177
                     37,                0.54838,                0.70068,                 1.0401,                0.73369,                0.92012,                0.86344,                0.75342,                0.54832,                0.61125,                 1.1676,             0.00047876,             0.00047876,             0.00047876
                     38,                0.55737,                0.70177,                 1.0464,                0.72033,                0.88542,                0.84169,                 0.7558,                0.51881,                0.67236,                 1.1545,             0.00044576,             0.00044576,             0.00044576
                     39,                0.54699,                  0.685,                 1.0363,                0.70621,                0.88578,                0.83011,                0.72344,                0.54074,                0.70294,                 1.1947,             0.00041275,             0.00041275,             0.00041275
                     40,                0.54202,                0.68179,                 1.0402,                0.77368,                0.90238,                0.87101,                0.76671,                0.49813,                0.66547,                 1.1135,             0.00037974,             0.00037974,             0.00037974
                     41,                0.41953,                0.59319,                0.95931,                0.77158,                0.90603,                 0.8815,                0.77848,                0.54336,                 0.6098,                 1.1938,             0.00034674,             0.00034674,             0.00034674
                     42,                0.40639,                0.57946,                0.95888,                0.71538,                0.96552,                0.88725,                0.78544,                0.51301,                0.62181,                 1.1538,             0.00031373,             0.00031373,             0.00031373
                     43,                0.39335,                0.56403,                0.94506,                0.75082,                0.88538,                0.85525,                0.76412,                0.50701,                0.66348,                 1.1399,             0.00028072,             0.00028072,             0.00028072
                     44,                0.38251,                0.55884,                0.93915,                 0.7604,                0.94229,                0.87738,                0.77727,                0.53068,                 0.6515,                 1.1596,             0.00024772,             0.00024772,             0.00024772
                     45,                0.37845,                0.54053,                0.94193,                0.79288,                0.87782,                0.87624,                0.76286,                0.54133,                0.63358,                 1.1809,             0.00021471,             0.00021471,             0.00021471
                     46,                0.37184,                0.52849,                0.93116,                 0.7607,                0.91863,                0.85777,                0.75027,                0.53908,                0.66213,                 1.1667,              0.0001817,              0.0001817,              0.0001817
                     47,                0.36292,                0.51918,                0.92215,                0.75135,                0.97449,                0.89028,                0.78748,                 0.5339,                0.59907,                 1.1694,              0.0001487,              0.0001487,              0.0001487
                     48,                0.35955,                0.51294,                0.92603,                0.77429,                0.92639,                0.89623,                0.79577,                0.52399,                0.60138,                  1.156,             0.00011569,             0.00011569,             0.00011569
                     49,                0.35583,                0.50199,                0.92061,                0.77875,                 0.9377,                0.89139,                0.78343,                0.50899,                0.62818,                 1.1331,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.34872,                0.48935,                0.91151,                0.77574,                0.95302,                 0.8933,                 0.7898,                 0.5084,                0.61667,                 1.1341,             4.9677e-05,             4.9677e-05,             4.9677e-05
