                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.60312,                0.72394,                 1.0604,                0.68249,                0.78634,                0.76393,                0.59155,                0.82112,                0.96179,                 1.2287,               0.009208,               0.009208,               0.009208
                     14,                0.60784,                0.71933,                 1.0664,                0.64625,                0.71499,                0.71847,                0.54878,                0.87514,                   1.09,                 1.2974,               0.009142,               0.009142,               0.009142
                     15,                 0.6053,                0.72763,                 1.0685,                0.72084,                0.79437,                0.79093,                 0.6025,                0.82921,                0.97571,                 1.2384,               0.009076,               0.009076,               0.009076
                     16,                 0.6028,                0.71788,                 1.0615,                0.67704,                0.78515,                0.75395,                0.55923,                 0.9346,                0.96965,                 1.3194,                0.00901,                0.00901,                0.00901
                     17,                0.59577,                0.71095,                 1.0569,                0.78743,                 0.7194,                0.75368,                0.54943,                 0.9371,                0.98471,                 1.3419,               0.008944,               0.008944,               0.008944
                     18,                0.59525,                0.71469,                 1.0594,                0.80559,                0.78706,                0.83906,                0.67702,                0.76741,                0.76935,                 1.2214,               0.008878,               0.008878,               0.008878
                     19,                0.59314,                0.70132,                 1.0529,                0.70427,                0.72701,                0.71466,                0.52351,                0.96217,                 1.0611,                  1.431,               0.008812,               0.008812,               0.008812
                     20,                0.60136,                0.69469,                 1.0654,                0.72553,                0.86512,                0.79648,                0.64321,                0.74606,                0.86013,                  1.174,               0.008746,               0.008746,               0.008746
                     21,                0.58879,                0.69568,                 1.0559,                 0.6821,                0.72252,                0.74684,                  0.567,                0.88149,                 1.0594,                 1.3146,                0.00868,                0.00868,                0.00868
                     22,                0.58711,                0.68272,                 1.0543,                 0.7459,                0.84904,                0.83114,                0.64701,                0.80569,                0.85611,                 1.2947,               0.008614,               0.008614,               0.008614
                     23,                0.59205,                0.70016,                 1.0534,                 0.7714,                0.78822,                0.83515,                0.62969,                0.85515,                0.87919,                 1.3015,               0.008548,               0.008548,               0.008548
                     24,                0.59375,                 0.6927,                 1.0584,                0.76149,                0.84482,                0.84929,                0.70079,                0.70417,                 0.7846,                  1.154,               0.008482,               0.008482,               0.008482
                     25,                0.59264,                  0.701,                 1.0608,                0.70139,                0.63184,                0.71225,                0.54286,                0.86593,                 1.0267,                 1.3065,               0.008416,               0.008416,               0.008416
                     26,                0.58735,                 0.6844,                 1.0547,                0.66697,                0.69402,                0.73872,                0.56786,                0.87789,                 1.1132,                 1.2818,                0.00835,                0.00835,                0.00835
                     27,                0.57434,                0.67589,                 1.0455,                0.76265,                0.74545,                0.77113,                0.60445,                0.81676,                0.95686,                 1.2263,               0.008284,               0.008284,               0.008284
                     28,                0.57596,                0.68498,                   1.05,                0.65605,                0.75337,                0.76273,                0.60227,                 0.7786,                 1.0561,                 1.2419,               0.008218,               0.008218,               0.008218
                     29,                0.57509,                0.67738,                 1.0475,                0.74759,                 0.8511,                0.80843,                0.65016,                 0.7095,                0.80658,                 1.1488,               0.008152,               0.008152,               0.008152
                     30,                 0.5749,                 0.6832,                  1.046,                0.78375,                0.74216,                0.78556,                0.61043,                0.81712,                0.92653,                 1.2375,               0.008086,               0.008086,               0.008086
                     31,                0.57433,                0.67396,                  1.047,                0.79599,                0.84784,                0.82451,                0.65354,                0.74396,                0.86338,                 1.1743,                0.00802,                0.00802,                0.00802
                     32,                0.57197,                0.66765,                 1.0431,                0.77625,                0.78945,                0.83687,                0.68076,                0.67146,                0.78726,                 1.1043,               0.007954,               0.007954,               0.007954
                     33,                0.57774,                0.66756,                  1.051,                0.72053,                0.74649,                0.75243,                0.57373,                0.86883,                0.95459,                 1.3132,               0.007888,               0.007888,               0.007888
                     34,                0.57007,                0.66607,                 1.0434,                0.74076,                0.72259,                0.73842,                0.56187,                0.87056,                0.99963,                 1.3118,               0.007822,               0.007822,               0.007822
                     35,                 0.5638,                 0.6677,                 1.0434,                 0.6923,                0.76107,                0.75535,                0.58399,                0.82058,                0.96364,                 1.2671,               0.007756,               0.007756,               0.007756
                     36,                0.56655,                 0.6623,                 1.0403,                0.77808,                0.86486,                0.84439,                0.66585,                0.79119,                0.81047,                 1.2388,                0.00769,                0.00769,                0.00769
                     37,                0.56635,                0.66423,                 1.0405,                0.79309,                0.82425,                0.83596,                0.67834,                0.71013,                0.79466,                 1.1422,               0.007624,               0.007624,               0.007624
                     38,                0.56742,                0.66289,                 1.0395,                  0.708,                0.70197,                0.73734,                0.58556,                0.73738,                 1.1993,                 1.1646,               0.007558,               0.007558,               0.007558
                     39,                0.56001,                 0.6442,                 1.0366,                0.66881,                 0.7165,                0.73655,                0.60947,                0.76819,                 1.0979,                 1.1912,               0.007492,               0.007492,               0.007492
                     40,                0.55626,                0.64979,                 1.0346,                0.65297,                0.71606,                0.69874,                0.56058,                0.79426,                 1.1807,                 1.2179,               0.007426,               0.007426,               0.007426
                     41,                0.57395,                0.66887,                 1.0437,                0.75144,                0.77871,                 0.8004,                0.65733,                0.69588,                0.85081,                 1.1252,                0.00736,                0.00736,                0.00736
                     42,                0.56133,                0.65193,                 1.0361,                 0.7568,                0.78806,                0.81305,                0.65994,                0.71643,                0.85336,                 1.1832,               0.007294,               0.007294,               0.007294
                     43,                0.55534,                0.63873,                 1.0378,                0.77794,                0.77225,                0.82023,                0.65031,                0.76599,                0.87368,                 1.2008,               0.007228,               0.007228,               0.007228
                     44,                0.55832,                0.65106,                   1.04,                0.76227,                0.80781,                0.81246,                0.65938,                0.73608,                0.82699,                 1.1527,               0.007162,               0.007162,               0.007162
                     45,                0.55256,                0.63564,                 1.0341,                 0.7791,                0.78349,                0.82657,                0.68469,                0.68503,                0.83956,                 1.1289,               0.007096,               0.007096,               0.007096
                     46,                0.55168,                0.64019,                 1.0329,                0.78137,                0.81265,                0.84298,                0.68016,                0.73986,                0.85284,                 1.1905,                0.00703,                0.00703,                0.00703
                     47,                0.55701,                 0.6299,                 1.0395,                0.83025,                0.83347,                0.88164,                0.72611,                0.68498,                0.67258,                 1.1555,               0.006964,               0.006964,               0.006964
                     48,                0.55256,                0.63158,                 1.0374,                0.77016,                0.81866,                0.83902,                 0.6936,                0.68463,                0.83054,                 1.1567,               0.006898,               0.006898,               0.006898
                     49,                 0.5529,                0.62965,                 1.0348,                0.73436,                0.80213,                0.80329,                0.66324,                0.68362,                0.86345,                 1.1451,               0.006832,               0.006832,               0.006832
                     50,                0.54698,                0.62454,                 1.0279,                0.79604,                0.86151,                0.86236,                0.70011,                0.70659,                 0.7441,                 1.1595,               0.006766,               0.006766,               0.006766
                     51,                0.55215,                0.63932,                 1.0338,                0.75491,                0.79536,                0.80446,                0.66171,                0.67224,                0.92777,                 1.1282,                 0.0067,                 0.0067,                 0.0067
                     52,                0.55038,                0.62823,                 1.0356,                0.81361,                0.75143,                0.81728,                0.65451,                0.72577,                0.87182,                 1.1749,               0.006634,               0.006634,               0.006634
                     53,                0.53875,                0.62201,                 1.0302,                 0.8227,                0.69564,                0.82373,                0.66417,                0.71544,                0.92805,                 1.1801,               0.006568,               0.006568,               0.006568
                     54,                0.54287,                0.62864,                 1.0251,                0.82609,                 0.8076,                0.86973,                0.72625,                 0.6505,                0.74942,                 1.0962,               0.006502,               0.006502,               0.006502
                     55,                0.54085,                0.61717,                 1.0315,                0.70733,                0.77296,                 0.7937,                0.61504,                0.79895,                0.99301,                 1.2537,               0.006436,               0.006436,               0.006436
                     56,                0.53987,                0.62879,                  1.028,                0.78868,                0.77246,                0.85159,                0.68504,                 0.7187,                 0.8159,                 1.1842,                0.00637,                0.00637,                0.00637
                     57,                0.54274,                0.61857,                 1.0243,                0.79045,                0.81951,                0.83568,                0.70133,                0.65441,                 0.7844,                 1.0999,               0.006304,               0.006304,               0.006304
                     58,                0.54595,                0.62352,                 1.0322,                0.78783,                 0.8591,                0.86139,                0.70258,                0.69741,                0.71487,                 1.1579,               0.006238,               0.006238,               0.006238
                     59,                0.50568,                0.57656,                 1.0059,                0.75697,                0.87097,                0.84349,                0.68408,                0.70796,                0.82103,                 1.1479,               0.006172,               0.006172,               0.006172
                     60,                0.52987,                 0.6002,                 1.0199,                0.77345,                0.82951,                 0.8291,                0.68512,                0.73277,                0.91587,                  1.188,               0.006106,               0.006106,               0.006106
                     61,                0.52684,                0.59285,                 1.0158,                0.74318,                0.77267,                0.80218,                0.64894,                 0.7313,                0.99083,                 1.1942,                0.00604,                0.00604,                0.00604
                     62,                0.52134,                0.59959,                  1.019,                 0.8135,                0.81825,                0.83769,                0.69222,                0.69513,                0.78045,                 1.1518,               0.005974,               0.005974,               0.005974
                     63,                0.52769,                0.60002,                 1.0214,                 0.7899,                0.83097,                0.84948,                0.69704,                  0.722,                0.84217,                 1.1625,               0.005908,               0.005908,               0.005908
                     64,                0.52872,                0.59225,                 1.0207,                 0.8041,                0.83577,                0.85564,                0.70715,                0.69843,                0.85855,                 1.1343,               0.005842,               0.005842,               0.005842
                     65,                0.51369,                0.59033,                 1.0083,                0.80844,                 0.8573,                0.87065,                0.73423,                0.63959,                0.79806,                 1.1037,               0.005776,               0.005776,               0.005776
                     66,                0.51056,                0.57926,                 1.0124,                0.79861,                0.86064,                0.85698,                0.71633,                0.66725,                 0.8022,                 1.1216,                0.00571,                0.00571,                0.00571
                     67,                0.51749,                0.57771,                 1.0165,                0.78036,                0.79603,                0.83823,                0.69378,                0.70447,                0.93336,                 1.1516,               0.005644,               0.005644,               0.005644
                     68,                0.52154,                0.58805,                 1.0201,                0.75442,                0.77801,                0.80733,                0.67198,                 0.6731,                0.96423,                 1.1235,               0.005578,               0.005578,               0.005578
                     69,                0.51689,                0.56883,                 1.0137,                0.76094,                0.73315,                0.78025,                0.64861,                0.71256,                 1.0264,                 1.1481,               0.005512,               0.005512,               0.005512
                     70,                0.51804,                0.57863,                 1.0168,                0.78421,                0.78691,                0.83278,                0.68917,                0.70668,                0.98854,                 1.1536,               0.005446,               0.005446,               0.005446
                     71,                0.51781,                0.59118,                 1.0145,                0.73366,                0.77614,                0.79219,                0.66117,                0.70144,                0.97262,                 1.1727,                0.00538,                0.00538,                0.00538
                     72,                0.52252,                0.57922,                   1.02,                0.75378,                0.82802,                0.85515,                 0.7003,                0.71588,                0.80486,                 1.1823,               0.005314,               0.005314,               0.005314
                     73,                0.51161,                0.57561,                 1.0167,                0.78196,                0.79137,                 0.8437,                0.69057,                0.68627,                0.89942,                 1.1507,               0.005248,               0.005248,               0.005248
                     74,                0.51708,                0.57117,                  1.014,                0.69563,                0.74046,                0.76664,                0.63542,                0.72065,                 1.0959,                 1.1826,               0.005182,               0.005182,               0.005182
                     75,                0.51468,                0.58107,                 1.0132,                0.77617,                0.75667,                0.81102,                0.67692,                0.68187,                0.96143,                 1.1351,               0.005116,               0.005116,               0.005116
                     76,                0.50891,                0.57105,                 1.0102,                0.77046,                0.77709,                0.83247,                0.69045,                0.67876,                 0.8824,                 1.1228,                0.00505,                0.00505,                0.00505
                     77,                 0.5039,                0.56401,                 1.0051,                0.79647,                0.78527,                0.84242,                0.70864,                0.67442,                0.87548,                 1.1445,               0.004984,               0.004984,               0.004984
                     78,                0.50786,                0.56171,                 1.0103,                0.74704,                0.84037,                0.83621,                0.69939,                0.68917,                0.82491,                 1.1705,               0.004918,               0.004918,               0.004918
                     79,                0.50459,                0.56506,                 1.0105,                0.78855,                 0.8059,                0.83886,                0.69251,                0.70623,                0.90786,                 1.1712,               0.004852,               0.004852,               0.004852
                     80,                0.50171,                0.54702,                 1.0066,                0.78135,                0.83686,                 0.8536,                 0.7217,                0.67644,                0.82552,                 1.1347,               0.004786,               0.004786,               0.004786
                     81,                0.50747,                0.55858,                 1.0098,                0.77743,                0.83823,                0.85459,                0.71215,                0.67809,                0.82257,                 1.1472,                0.00472,                0.00472,                0.00472
                     82,                0.50308,                0.55137,                 1.0106,                0.77398,                0.84021,                0.85582,                0.71183,                 0.6965,                0.82839,                 1.1757,               0.004654,               0.004654,               0.004654
                     83,                0.50339,                0.55558,                 1.0132,                0.79478,                0.87823,                0.85158,                0.69801,                0.71158,                0.78817,                 1.1854,               0.004588,               0.004588,               0.004588
                     84,                0.50532,                0.54547,                 1.0085,                0.79083,                 0.8313,                0.84766,                0.69509,                0.71066,                0.82434,                 1.1667,               0.004522,               0.004522,               0.004522
                     85,                0.49222,                0.53533,                 1.0016,                0.78329,                0.83939,                 0.8389,                0.69045,                0.70729,                0.83693,                 1.1688,               0.004456,               0.004456,               0.004456
                     86,                0.49343,                0.54633,                 1.0048,                0.80241,                0.85056,                0.85328,                0.70934,                0.66624,                0.84189,                 1.1282,                0.00439,                0.00439,                0.00439
                     87,                0.48847,                0.53738,                 1.0001,                0.78201,                0.84024,                0.84425,                0.70653,                0.68885,                0.79556,                 1.1539,               0.004324,               0.004324,               0.004324
                     88,                0.49274,                0.54699,                 1.0026,                0.81383,                0.84696,                0.85213,                0.71667,                0.65743,                0.82885,                  1.124,               0.004258,               0.004258,               0.004258
                     89,                0.48853,                0.53389,                0.99992,                0.77198,                0.81472,                0.83981,                0.70359,                0.67926,                0.86874,                 1.1417,               0.004192,               0.004192,               0.004192
                     90,                0.48697,                0.52648,                0.99851,                0.79186,                0.83477,                0.85225,                0.72407,                0.66411,                 0.8523,                 1.1271,               0.004126,               0.004126,               0.004126
                     91,                0.48958,                0.53071,                 1.0064,                0.78274,                0.82467,                0.83874,                0.71033,                0.67211,                0.88468,                 1.1232,                0.00406,                0.00406,                0.00406
                     92,                0.48722,                0.53107,                 1.0001,                0.76765,                0.78698,                0.80934,                0.67388,                0.68451,                0.97758,                 1.1404,               0.003994,               0.003994,               0.003994
                     93,                0.48547,                0.53292,                 1.0005,                0.76826,                0.75281,                0.79555,                0.66169,                0.72186,                 1.0389,                 1.1643,               0.003928,               0.003928,               0.003928
                     94,                0.48613,                0.52427,                 1.0003,                0.79093,                 0.7613,                  0.806,                0.67252,                0.73177,                 0.9923,                 1.1673,               0.003862,               0.003862,               0.003862
                     95,                0.47633,                   0.52,                0.99348,                0.78308,                0.77687,                0.81444,                0.67654,                0.74782,                0.96128,                 1.2049,               0.003796,               0.003796,               0.003796
                     96,                0.47752,                0.52359,                0.99392,                0.76869,                0.77303,                0.79551,                0.65261,                0.76696,                 1.0266,                 1.2274,                0.00373,                0.00373,                0.00373
                     97,                0.47444,                0.51276,                 0.9927,                0.74241,                0.76735,                0.78611,                0.65487,                0.74266,                 1.0592,                 1.2048,               0.003664,               0.003664,               0.003664
                     98,                0.47225,                0.51964,                0.99168,                0.78397,                0.78351,                0.80527,                0.67788,                 0.7095,                 1.0246,                 1.1718,               0.003598,               0.003598,               0.003598
                     99,                0.48309,                0.52885,                0.99719,                0.78501,                0.77928,                0.81189,                0.68505,                0.69127,                0.96385,                 1.1529,               0.003532,               0.003532,               0.003532
                    100,                0.47494,                0.51534,                0.99195,                0.77502,                0.77342,                0.81336,                0.67936,                0.69035,                0.97797,                 1.1516,               0.003466,               0.003466,               0.003466
                    101,                0.46543,                0.49974,                0.99124,                0.78092,                0.77473,                0.82045,                0.69057,                0.66414,                0.95633,                 1.1274,                 0.0034,                 0.0034,                 0.0034
                    102,                0.47529,                0.51037,                0.99597,                0.77564,                0.76781,                0.82076,                0.69045,                0.66912,                0.92522,                 1.1369,               0.003334,               0.003334,               0.003334
                    103,                0.46738,                0.49574,                0.99031,                0.79577,                0.77167,                0.82737,                0.69521,                0.66141,                0.94092,                 1.1264,               0.003268,               0.003268,               0.003268
                    104,                0.46662,                 0.4972,                0.98959,                0.78579,                0.78594,                0.82472,                0.69685,                0.65082,                0.95144,                 1.1231,               0.003202,               0.003202,               0.003202
                    105,                 0.4713,                0.49143,                0.99541,                0.79633,                0.78888,                0.82557,                0.70163,                0.65122,                0.95155,                  1.119,               0.003136,               0.003136,               0.003136
                    106,                0.46568,                 0.4951,                0.99274,                0.79769,                0.72913,                0.82586,                0.70185,                 0.6514,                0.95885,                 1.1161,                0.00307,                0.00307,                0.00307
                    107,                0.46539,                0.49111,                0.99124,                0.76494,                 0.7411,                0.82951,                0.70341,                0.64834,                 0.9494,                 1.1097,               0.003004,               0.003004,               0.003004
                    108,                0.45944,                0.48535,                0.98259,                0.78194,                0.71399,                0.81211,                0.68966,                0.65516,                0.99203,                 1.1167,               0.002938,               0.002938,               0.002938
                    109,                0.46544,                0.50094,                0.99042,                0.76618,                0.73413,                0.81731,                0.69593,                0.65791,                0.95499,                 1.1217,               0.002872,               0.002872,               0.002872
                    110,                0.46199,                0.49237,                0.99172,                0.78759,                0.73977,                 0.8308,                0.70199,                0.65413,                0.94284,                 1.1263,               0.002806,               0.002806,               0.002806
                    111,                0.45706,                0.48842,                0.98656,                0.77694,                0.76106,                0.81954,                0.69288,                0.65549,                0.95338,                 1.1346,                0.00274,                0.00274,                0.00274
                    112,                0.45375,                0.48348,                 0.9785,                0.77551,                0.74121,                0.81972,                0.69654,                0.65558,                0.93015,                 1.1304,               0.002674,               0.002674,               0.002674
                    113,                0.45317,                0.48239,                0.98532,                0.78244,                0.74444,                0.81692,                0.69278,                0.64912,                0.94049,                 1.1198,               0.002608,               0.002608,               0.002608
                    114,                0.45653,                0.48655,                0.98613,                0.79176,                 0.7672,                0.82682,                0.70598,                0.64604,                0.91878,                 1.1189,               0.002542,               0.002542,               0.002542
                    115,                0.45656,                0.48109,                0.98331,                0.77769,                0.77569,                0.82146,                0.69701,                0.65069,                0.91335,                 1.1198,               0.002476,               0.002476,               0.002476
                    116,                0.45838,                0.48775,                0.98725,                0.76398,                0.78266,                0.82412,                 0.6977,                0.65116,                0.91098,                 1.1199,                0.00241,                0.00241,                0.00241
                    117,                0.45347,                0.48198,                0.98642,                 0.7726,                0.77117,                 0.8191,                0.69546,                0.64583,                0.91546,                 1.1134,               0.002344,               0.002344,               0.002344
                    118,                0.45844,                0.48693,                0.98619,                0.76387,                0.75021,                0.81264,                0.69365,                0.65143,                0.94454,                 1.1168,               0.002278,               0.002278,               0.002278
                    119,                0.46106,                0.48683,                0.99272,                0.75292,                0.74701,                0.80818,                0.68394,                0.65541,                0.95402,                 1.1162,               0.002212,               0.002212,               0.002212
                    120,                0.44968,                0.47588,                0.98181,                0.74615,                0.74678,                0.80966,                0.68724,                0.65363,                 0.9497,                 1.1128,               0.002146,               0.002146,               0.002146
                    121,                0.45055,                0.46746,                0.98578,                0.75746,                0.76741,                0.81241,                 0.6874,                0.66129,                 0.9537,                 1.1203,                0.00208,                0.00208,                0.00208
                    122,                0.45508,                0.48789,                0.98491,                0.75192,                0.75937,                0.80818,                0.67797,                0.67312,                0.97422,                 1.1308,               0.002014,               0.002014,               0.002014
                    123,                0.45441,                0.47936,                0.98729,                0.75631,                0.74806,                0.80305,                 0.6738,                0.68605,                 1.0017,                 1.1436,               0.001948,               0.001948,               0.001948
                    124,                0.45716,                0.47195,                0.98643,                0.75885,                0.74985,                 0.8096,                0.68392,                 0.6773,                0.99646,                 1.1373,               0.001882,               0.001882,               0.001882
                    125,                0.44729,                0.49585,                0.97945,                0.75116,                0.74744,                0.80875,                0.67696,                0.67828,                 1.0033,                  1.139,               0.001816,               0.001816,               0.001816
                    126,                0.44767,                 0.4751,                0.98097,                 0.7488,                0.74775,                0.80486,                0.67563,                0.68552,                 1.0233,                 1.1478,                0.00175,                0.00175,                0.00175
                    127,                0.44118,                0.45933,                0.97955,                0.75468,                0.74052,                0.80127,                0.67262,                0.68972,                 1.0363,                 1.1509,               0.001684,               0.001684,               0.001684
                    128,                0.44206,                0.46753,                0.97648,                 0.7596,                0.74946,                0.80672,                0.67805,                   0.68,                 1.0125,                 1.1457,               0.001618,               0.001618,               0.001618
                    129,                0.44491,                0.46375,                0.98336,                0.75388,                0.73971,                0.80476,                0.67793,                 0.6822,                 1.0233,                 1.1481,               0.001552,               0.001552,               0.001552
                    130,                0.43814,                0.45478,                0.97801,                0.75687,                0.73856,                0.80449,                0.67735,                0.68238,                 1.0309,                 1.1486,               0.001486,               0.001486,               0.001486
                    131,                0.44309,                0.45782,                0.97461,                0.75592,                0.73272,                0.80734,                 0.6806,                0.68212,                 1.0377,                 1.1511,                0.00142,                0.00142,                0.00142
                    132,                0.43668,                 0.4535,                0.97707,                0.75642,                0.73907,                 0.8109,                0.68451,                0.67935,                 1.0316,                 1.1482,               0.001354,               0.001354,               0.001354
                    133,                 0.4454,                0.46185,                0.98019,                0.76656,                0.75232,                0.81252,                0.68453,                0.67905,                 1.0285,                 1.1487,               0.001288,               0.001288,               0.001288
                    134,                0.44289,                0.45507,                0.98252,                0.76219,                0.74688,                0.80798,                0.68539,                0.68047,                 1.0306,                 1.1498,               0.001222,               0.001222,               0.001222
                    135,                0.43865,                0.45658,                0.97891,                0.75901,                0.73078,                0.80432,                0.67865,                0.68543,                 1.0458,                 1.1543,               0.001156,               0.001156,               0.001156
                    136,                 0.4298,                0.44649,                0.97613,                0.76514,                0.73396,                0.80355,                0.67737,                0.69012,                 1.0599,                 1.1595,                0.00109,                0.00109,                0.00109
                    137,                0.43298,                0.44933,                0.97634,                0.76459,                0.72898,                0.79903,                0.67217,                0.69184,                 1.0755,                 1.1631,               0.001024,               0.001024,               0.001024
                    138,                0.42767,                0.45106,                0.97297,                0.75922,                0.72702,                0.79563,                0.66826,                 0.6912,                 1.0949,                 1.1609,               0.000958,               0.000958,               0.000958
                    139,                0.41903,                 0.4413,                0.96546,                0.75821,                 0.7161,                0.79251,                0.66557,                0.69303,                 1.1148,                 1.1616,               0.000892,               0.000892,               0.000892
                    140,                0.43671,                0.44342,                0.98114,                0.75867,                0.71552,                0.78965,                0.66247,                0.69386,                 1.1261,                 1.1617,               0.000826,               0.000826,               0.000826
                    141,                0.30808,                0.33782,                0.89138,                0.75389,                0.70743,                0.78736,                 0.6614,                0.69572,                 1.1295,                 1.1645,                0.00076,                0.00076,                0.00076
                    142,                0.29959,                0.35025,                0.88601,                0.75853,                 0.7051,                0.78543,                0.66015,                 0.6932,                 1.1296,                 1.1634,               0.000694,               0.000694,               0.000694
                    143,                0.30029,                0.33091,                0.89061,                0.76234,                 0.7061,                0.78566,                0.66096,                0.69284,                 1.1344,                 1.1635,               0.000628,               0.000628,               0.000628
                    144,                0.29622,                0.31871,                0.88418,                0.76604,                 0.7051,                0.78581,                0.66252,                 0.6923,                  1.145,                 1.1628,               0.000562,               0.000562,               0.000562
                    145,                0.29162,                0.31663,                0.88173,                0.77812,                0.71015,                 0.7909,                0.66517,                0.69252,                 1.1522,                 1.1612,               0.000496,               0.000496,               0.000496
                    146,                0.29399,                0.31654,                0.88579,                0.77845,                0.71448,                0.78867,                0.66563,                0.69431,                 1.1612,                 1.1618,                0.00043,                0.00043,                0.00043
                    147,                0.29094,                0.30767,                0.88482,                0.77831,                0.71688,                0.78753,                0.66679,                0.69803,                 1.1724,                 1.1644,               0.000364,               0.000364,               0.000364
                    148,                0.28733,                0.30889,                0.87714,                 0.7764,                0.71492,                0.78769,                0.66586,                 0.6982,                 1.1795,                 1.1636,               0.000298,               0.000298,               0.000298
                    149,                0.28839,                 0.3017,                0.87355,                0.77427,                0.71433,                0.78487,                0.66475,                0.69798,                 1.1877,                 1.1626,               0.000232,               0.000232,               0.000232
                    150,                0.28812,                0.30112,                0.88082,                 0.7707,                0.71447,                0.78181,                0.66306,                0.69809,                 1.1972,                 1.1627,               0.000166,               0.000166,               0.000166
